name,African.American,Asian,Hispanic,white,a.man,a.woman,pctwhite,pcthispanic,pctblack,pctapi,race,distinct,pct_f,gender
Hector,2.475389988,2.360806691,3.85272207,2.49198899,NA,NA,5.495,92.703,0.45,1.351,hispanic,1.36073308,0.002219756,M
Heidi,2.180412793,2.333286072,2.272841002,3.67579463,NA,NA,97.16,0.87,0.366,1.466,white,1.342508557,0.985053381,F
Helen,2.650586792,2.556635324,2.38655704,3.68936471,1.62094186,4.328089094,79.345,3.309,6.8,10.036,white,1.038777917,0.989839181,F
Henry,2.804136737,2.391601466,2.522428971,3.764324206,NA,NA,66.425,10.116,9.101,14.068,white,0.960187469,0.00327562,M
Herbert,2.601709563,2.335973662,2.611940311,3.831932365,NA,NA,82.131,3.229,11.302,2.691,white,1.219992054,0.004061372,M
Heriberto,2.433735492,2.288793666,3.936413336,2.075176604,4.097089659,2.000503974,7.746,91.549,0,0.704,hispanic,1.502677843,0,M
Herman,2.88330023,2.264095227,2.632649428,3.303911598,NA,NA,56.098,10,23.171,10.732,white,0.420611368,0.002908033,M
Hilda,2.563221066,2.289453294,2.709029833,3.212635738,NA,NA,40,53.158,3.947,2.368,white,0.503605905,0.991028037,F
Hoang,2.139982073,3.959182966,2.14513142,2.36030788,3.50158383,2.516371652,1.307,0.654,0,98.039,asian,1.598875086,0.162162162,M
Holly,2.196358604,2.213058719,1.926800417,3.708257461,NA,4.13505369,97.382,0.591,0.507,1.394,white,1.495198741,0.976820673,F
Hong,1.82393723,4.02862484,2.244662089,2.166770958,3.342939384,2.714154875,1.508,0.503,0,97.739,asian,1.783962752,0.663101604,F
Hope,2.657270631,2.364877705,2.514026778,3.656136139,NA,NA,83.446,5.743,9.797,1.014,white,0.998865509,0.978313253,F
Horace,2.783505657,2.265591437,3.313758405,2.925127522,NA,NA,54.194,1.29,41.935,1.935,hispanic,0.388630883,0.0039128,M
Howard,2.736814039,2.166677861,2.107051298,3.621731696,NA,NA,89.154,0.575,5.755,4.338,white,0.884917658,0.00291248,M
Huey,2.660281269,2.496884428,2.541762416,3.27615327,NA,NA,29.73,0,18.919,51.351,white,0.615872001,0.020618557,M
Hugo,2.4472237,2.363837505,3.113188218,2.816118788,NA,NA,17.021,81.383,0,1.596,hispanic,0.29706943,0,M
Humberto,2.267492025,2.119444804,4.148841345,2.032394306,4.244633377,2.582278443,5.431,92.971,0.958,0.639,hispanic,1.88134932,0.00862069,M
Huong,2.296095757,3.817126174,1.996859215,2.320514663,3.509982842,2.663446187,0.8,0.8,0,98.4,asian,1.496611511,0.891089109,F
Huy,2.430022679,3.822769207,2.712809849,1.918722011,NA,NA,0.909,0,0,99.091,asian,1.109959358,0,M
Ian,2.508879304,2.505432742,2.456026909,3.453168679,NA,NA,93.166,0.779,2.855,2.855,white,0.944289375,0.00416,M
Ida,2.699320402,2.321230231,2.772694504,3.056642187,NA,NA,64.103,13.187,15.018,6.593,white,0.283947683,0.983687593,F
Ignacio,2.497267062,2.040145806,3.765401342,2.303766092,NA,NA,7.229,90.06,0,2.711,hispanic,1.26813428,0,M
Imelda,2.840394371,2.315299532,3.659856598,2.348180307,NA,NA,16.022,49.724,2.21,31.492,hispanic,0.819462227,0.97,F
India,2.951508153,2.567675608,2.438044032,2.750862628,2.328409152,3.494521252,53.333,6.667,40,0,black,0.200645524,0.971285893,F
Irene,2.460767579,2.115271077,2.528041032,3.656118029,NA,NA,71.136,16.85,3.81,7.985,white,1.128076997,0.989224704,F
Iris,2.530719497,2.388376183,2.509585004,3.319081332,NA,NA,53.388,27.371,10.569,7.588,white,0.788361835,0.98239869,F
Irma,2.585836211,2.381712422,2.916872249,3.019218091,NA,NA,20.3,73.71,3.827,2.163,white,0.102345843,0.987058824,F
Isaac,3.006723533,2.211649578,2.369372924,3.397518833,NA,NA,52.283,25.114,16.21,5.708,white,0.3907953,0.001330967,M
Isabel,2.565878505,2.352324058,3.414807715,3.138716752,NA,NA,33.875,60.557,0.696,4.64,hispanic,0.276090963,0.969359331,F
Isaiah,3.47819931,2.114664318,2.707442331,3.036217244,NA,NA,40,9.091,49.091,1.818,black,0.441982066,0.004638219,M
Isidro,2.330592838,2.429256056,3.420596937,2.033516217,NA,NA,5.769,89.744,0,4.487,hispanic,0.991340881,0,M
Ismael,3.071943184,2.27435291,2.793916457,2.668285814,NA,NA,8.027,88.294,0,3.679,black,0.278026727,0.009433962,M
Israel,2.762741067,2.204376506,2.634985709,2.443099828,4.08642876,2.34661928,22.968,72.438,2.827,1.413,black,0.127755359,0.028761062,M
Ivan,2.401754442,2.32454492,2.567380472,3.497292841,NA,NA,60.364,28.151,4.902,6.583,white,0.929912368,0.004792332,M
Ivette,2.958483551,2.1329797,2.900713061,2.976535237,NA,NA,37.879,57.576,3.03,1.515,white,0.018051686,0.991304348,F
Ivy,2.91574987,2.379860104,2.415133453,3.188192867,NA,NA,50.649,6.494,14.935,26.623,white,0.272442997,0.908587258,F
Jack,2.554171882,2.28753114,2.273353112,3.843787221,4.342579873,1.944751359,93.298,1.045,0.984,4.211,white,1.289615339,0.002868288,M
Jackie,2.928468742,2.672146697,2.714963442,3.478427364,NA,NA,87.711,1.928,4.819,4.578,white,0.549958622,0.52235384,F
Jackson,3.383183195,2.201858884,2.151548834,2.647509676,4.129647443,2.064457417,66.026,3.205,11.538,19.231,black,0.735673519,0.005586592,M
Jacob,2.685699079,2.305401297,2.415380147,3.555277581,NA,NA,91.845,3.007,1.631,3.211,white,0.869578502,0.002525253,M
Jacqueline,2.913172404,2.304302861,2.579041559,3.236220423,2.103311982,3.966370796,80.318,5.635,11.863,1.833,white,0.323048019,0.981183016,F
Jacquelyn,2.792276144,2.19621051,2.546232019,3.180026426,NA,NA,86.331,2.014,10.791,0.719,white,0.387750282,0.982982535,F
Jade,2.904186258,2.976153129,2.695893512,3.047513875,2.425083035,3.673125767,78.495,2.151,4.301,15.054,white,0.071360746,0.881016043,F
Jae,2.857610418,3.403540779,2.615340026,2.9061715,3.059716549,3.248949516,11.515,0,0.606,87.879,asian,0.497369279,0.329896907,M
Jaime,2.693612178,2.332086655,2.998944713,3.379403357,NA,NA,44.971,49.327,0.448,4.933,white,0.380458644,0.660873883,F
Jake,2.499770654,2.328687108,2.362136247,3.945939239,4.374605278,2.014949408,88.827,2.793,2.793,5.587,white,1.446168585,0.003115265,M
Jamal,3.696703489,2.294188753,2.430964884,1.99738339,4.124845252,1.781143671,49.485,3.093,27.835,18.557,black,1.265738605,0.006673022,M
James,3.021559719,2.216996943,2.304748796,3.499218936,4.08476996,1.895966152,94.016,1,3.279,1.472,white,0.477659217,0.002066026,M
Jamie,2.616162052,2.333557549,2.652091826,3.631473617,NA,NA,94.467,2.012,1.576,1.643,white,0.979381792,0.699924271,F
Jane,2.446551176,2.398108034,2.04874075,3.858696283,2.150433625,4.304469737,93.968,0.88,0.984,3.779,white,1.412145107,0.98965971,F
Janet,2.738401098,2.408924234,2.34534007,3.517367335,NA,NA,93.153,2.041,2.575,1.963,white,0.778966236,0.990935339,F
Janice,2.8120955,2.452580063,2.363758113,3.414479882,NA,NA,90.845,1.077,6.022,1.714,white,0.602384381,0.988822143,F
Janie,2.633360132,2.505123688,2.306870968,3.673401177,NA,NA,74.394,8.997,10.727,4.844,white,1.040041045,0.988627748,F
Jared,2.893741427,2.363970032,2.232520052,3.473542506,NA,NA,96.25,1.167,1.083,0.667,white,0.57980108,0.001546551,M
Jarvis,3.001054933,2.02334212,2.839896628,2.451782172,4.034119045,1.909013496,46.512,0,51.163,2.326,black,0.161158305,0.009708738,M
Jasmin,3.318757226,2.948575819,2.903291221,2.799495055,NA,NA,55.714,15.714,5.714,22.857,black,0.370181407,0.940357853,F
Jasmine,3.188179144,2.641081565,2.574175583,3.034246305,2.055502141,3.940746202,44.595,10.811,22.297,21.622,black,0.153932838,0.958222812,F
Jason,2.624350356,2.226118806,2.536455904,3.665797251,NA,NA,93.542,1.667,1.574,2.861,white,1.041446895,0.002421796,M
Javier,2.638999531,2.02952999,3.812422111,2.197430351,NA,NA,4.895,94.505,0,0.5,hispanic,1.173422581,0.007692308,M
Jay,2.822790156,2.416616017,2.208752681,3.226667855,3.819184947,2.294614708,91.962,1.41,0.838,5.219,white,0.403877698,0.010441527,M
Jayson,2.925433893,2.435894458,2.440833014,3.218485067,NA,NA,85.393,2.809,1.685,9.551,white,0.293051174,0.003236246,M
Jean,2.59488185,2.131187679,2.230991483,3.564274413,NA,NA,87.361,1.492,7.567,3.228,white,0.969392562,0.949509116,F
Jeanette,2.877599108,2.241893997,2.625892969,3.63589917,NA,NA,83.406,5.908,8.688,1.651,white,0.758300063,0.986884435,F
Jeanne,2.69563739,2.294400585,2.182992018,3.717599724,NA,NA,96.388,0.568,0.98,1.909,white,1.021962333,0.988372093,F
Jeannie,2.477905137,2.44422633,2.510770069,3.66211966,NA,NA,82.952,4.58,1.272,10.941,white,1.151349591,0.982725528,F
Jeff,2.694265018,2.220214873,2.163974978,3.738229704,NA,NA,95.218,0.884,0.572,3.067,white,1.043964686,0.003117693,M
Jeffrey,2.784206375,2.303491065,2.378262753,3.718599666,NA,NA,96.739,0.69,1.022,1.315,white,0.93439329,0.002128594,M
Jennie,2.44355663,2.534264178,2.64793517,3.53140908,NA,NA,79.908,6.697,2.54,9.931,white,0.88347391,0.984356895,F
Jennifer,2.664392484,2.344843523,2.99210875,3.363944021,2.002998654,4.024594041,94.436,1.943,1.199,2.216,white,0.371835271,0.983161189,F
Jenny,2.631355099,2.555548219,2.261377224,3.695435866,NA,NA,69.216,7.255,0.686,22.549,white,1.064080767,0.985421592,F
Jeremiah,3.287030168,2.025854434,2.428539719,3.218016517,4.51643235,1.60880666,92.339,1.815,4.032,1.411,black,0.069013651,0.00449326,M
Jeremy,2.985561207,2.359692693,2.145548612,3.718239526,NA,NA,96.596,1.451,1.116,0.642,white,0.732678319,0.002978071,M
Jermaine,3.761004115,2.266290009,2.419028054,2.576231276,3.886845039,2.322956611,5.797,4.348,88.406,1.449,black,1.184772839,0.009702458,M
Jerome,3.631625955,2.133075017,2.336446466,2.748785325,3.873153087,1.566410522,82.295,1.557,12.541,3.279,black,0.882840631,0.004227642,M
Jerry,2.543038063,2.396925681,2.30307219,3.807213808,NA,NA,89.465,2.44,4.505,3.332,white,1.264175745,0.014248073,M
Jesse,2.931923519,2.242742794,2.619810697,3.279580331,NA,NA,79.089,12.203,6.177,2.228,white,0.347656813,0.027014105,M
Jessica,2.58679114,2.380833229,3.339070022,3.176035152,2.129545068,4.079317982,88.901,7.375,1.413,1.981,hispanic,0.163034871,0.976118234,F
Jessie,2.644175341,2.24440055,2.70589412,3.616447928,NA,NA,61.798,9.663,17.079,11.011,white,0.910553808,0.59631567,F
Jessy,2.748830476,2.234440475,2.597770862,3.513212061,NA,NA,31.579,13.158,0,55.263,white,0.764381586,0.456790123,M
Jesus,2.255003696,2.150313037,4.0090958,1.932482884,4.300297694,1.474879781,3.904,93.155,0,2.781,hispanic,1.754092104,0.01003009,M
Ji,2.490327694,3.20489095,2.260424533,1.93696634,2.75057226,2.966380214,2.817,0,0,97.183,asian,0.714563257,0.62962963,F
Jian,2.686852015,3.404673769,2.660204931,2.349462306,2.813778703,2.980386409,0.375,0,0,99.625,asian,0.717821754,0.264150943,M
Jill,2.583273612,2.323455593,2.262902045,3.832274253,NA,NA,98.156,0.52,0.544,0.591,white,1.249000641,0.989573971,F
Jim,2.642873454,2.3292135,2.087570285,3.685361176,NA,NA,82.31,4.054,1.843,11.548,white,1.042487722,0.00811908,M
Jimmie,2.802613834,2.275481801,2.834495859,3.399686078,NA,NA,78.818,2.217,17.488,1.232,white,0.56519022,0.097997893,M
Jimmy,2.665284108,2.489900298,2.451770945,3.674075905,NA,NA,67.456,8.21,6.879,16.79,white,1.008791796,0.003211304,M
Jin,2.560532292,3.571056412,2.159482984,3.007000683,3.254654812,3.025949723,4,0.727,0,95.273,asian,0.564055729,0.555555556,F
Jo,2.721938928,2.512941677,2.702280502,3.361307638,NA,NA,93.827,1.44,2.675,1.44,white,0.63936871,0.985190172,F
Joan,2.355431031,2.297922123,2.338321584,3.807180306,2.112460663,4.165193513,94.405,0.887,3.204,1.232,white,1.451749275,0.987176898,F
Joanna,2.696562954,2.301955757,2.408282174,3.453243015,NA,NA,86.85,5.403,1.835,5.708,white,0.75668006,0.982854864,F
Joanne,2.535979499,2.451129928,2.582386722,3.657600313,NA,NA,92.862,1.922,1.784,3.329,white,1.075213591,0.989475945,F
Joaquin,2.891048645,2.191259158,3.29485265,2.542963395,NA,NA,9.174,85.321,0.459,4.128,hispanic,0.403804005,0.012820513,M
Jocelyn,2.657909292,2.482994675,2.716468973,3.166824378,NA,NA,62.751,3.438,10.888,22.35,white,0.450355405,0.970027248,F
Jodi,2.617688412,2.413293937,2.372506719,3.611747743,NA,NA,97.108,0.761,0.304,1.522,white,0.994059331,0.972858866,F
Joe,2.68907712,2.617335928,2.570464215,3.762493503,NA,NA,69.013,18.57,6.874,5.155,white,1.073416383,0.026038438,M
Joel,2.580401606,2.557027187,2.550579757,3.482259998,NA,NA,84.459,11.435,1.934,2.002,white,0.901858391,0.008837525,M
Joey,2.419143756,2.282050509,2.684285088,3.611991742,NA,NA,77.627,8.136,2.373,11.864,white,0.927706655,0.072666667,M
John,2.737991298,2.251384121,2.90577734,3.208211125,4.253762189,1.901429826,94.384,1.729,1.729,1.932,white,0.302433784,0.001984466,M
Johnathan,2.70883295,2.21840779,2.48577972,3.646149398,NA,NA,81.868,3.297,9.341,5.495,white,0.937316448,0.003311258,M
Johnnie,2.70049898,2.553844634,2.564201899,3.594550384,NA,NA,59.211,3.289,36.184,0.329,white,0.894051405,0.232923003,M
Johnny,3.041758861,2.20599854,2.712029326,3.725466177,NA,NA,60.386,13.051,13.603,12.224,white,0.683707316,0.006410899,M
Johnson,3.338957028,2.098285054,2.212447736,2.999977869,NA,NA,19.231,1.282,12.821,66.667,black,0.338979158,0.027027027,M
Jon,2.564490644,2.555479521,2.678983078,3.554009375,NA,NA,96.157,1.004,0.727,1.904,white,0.875026297,0.006062356,M
Jonathan,2.498198741,2.255419817,2.394279399,3.647189443,NA,NA,91.835,2.492,1.912,3.51,white,1.148990702,0.001954785,M
Jordan,3.03654414,2.264541392,2.399831069,3.246650555,3.357088979,2.898638004,96.751,1.271,0.706,0.989,white,0.210106415,0.315454764,M
Jorge,2.462852597,2.34768151,3.785011693,2.781630595,NA,NA,8.696,90.026,0.153,1.125,hispanic,1.003381098,0.004149378,M
Jose,2.267486717,2.104155004,4.059714038,2.22594968,4.043222838,1.97563281,7.244,89.829,0.289,2.534,hispanic,1.792227321,0.00418702,M
Josefina,2.823800388,2.139731845,3.669527006,2.473039392,NA,NA,8.772,74.386,0.351,16.14,hispanic,0.845726618,0.960451977,F
Joseph,2.892005743,2.310329111,2.955225582,3.580222708,NA,NA,92.139,2.936,2.553,2.12,white,0.624997126,0.001757396,M
Josephine,2.716432533,2.378609983,2.792037335,3.303540307,1.910447704,3.932778571,69.486,11.429,8.686,9.829,white,0.511502973,0.990102171,F
Joshua,2.796115751,2.463248845,2.58369491,3.645955211,NA,NA,95.722,2.063,0.909,1.098,white,0.84983946,0.001716509,M
Josue,2.563866934,2.187692885,3.719747931,2.49191463,3.612716318,2.690559457,3.922,88.235,4.902,2.941,hispanic,1.155880997,0.004366812,M
Joy,2.874157138,2.580922247,2.290282349,3.525292223,2.258372055,3.60707108,86.564,1.322,6.241,5.727,white,0.651135084,0.978622816,F
Joyce,2.591730234,2.509229161,2.127171866,3.622214466,NA,NA,85.596,0.974,9.534,3.689,white,1.030484232,0.988844622,F
Juan,2.267654404,2.208818401,3.772205192,2.313049147,4.143587244,1.988493732,4.528,93.406,0.523,1.518,hispanic,1.459156045,0.007068224,M
Juana,3.006841576,2.267867592,3.690070299,2.017528185,NA,NA,10.733,86.387,1.571,1.309,hispanic,0.683228722,0.94972067,F
Juanita,2.825351874,2.16546466,4.215877963,2.260485128,1.726750491,4.041199718,54.954,21.827,19.659,2.477,hispanic,1.390526089,0.986906019,F
Judith,2.443446033,2.222193776,2.454593777,3.674570449,NA,NA,94.76,2.603,1.544,0.746,white,1.219976672,0.991168418,F
Judy,2.505791643,2.346775134,2.231673134,3.64976151,NA,NA,90.572,1.867,2.651,4.699,white,1.143969868,0.99082158,F
Julia,2.344550537,2.464245003,2.902495226,3.593958362,1.666271782,4.16442225,84.981,8.502,3.28,2.805,white,0.691463135,0.980809564,F
Julian,2.776575433,2.506884337,3.306893468,3.083451385,4.013536266,2.40795533,53.222,32.848,8.108,5.405,hispanic,0.223442084,0.020851434,M
Juliana,2.332515901,2.324037685,3.613516475,3.262551814,NA,NA,70.335,14.354,3.828,11.483,hispanic,0.350964661,0.980932203,F
Julie,2.537465027,2.623528529,2.37120145,3.402245618,1.920967697,3.965497443,95.087,1.462,0.4,2.822,white,0.778717089,0.985934737,F
Julio,2.294749763,2.118224924,4.221576073,2.121938381,3.920183964,1.868734253,7.278,90.027,0.539,2.022,hispanic,1.926826309,0.002890173,M
Julissa,2.90980917,2.578465968,3.084389345,2.418783867,NA,NA,18.75,81.25,0,0,hispanic,0.174580175,0.973684211,F
Julius,2.829586906,2.412191817,3.221005718,2.701085096,NA,NA,53.881,6.849,27.397,10.959,hispanic,0.391418813,0.007588076,M
June,2.512371938,2.473311447,2.191786999,3.592868471,NA,NA,84.058,1.338,6.243,8.138,white,1.080496533,0.952914798,F
Justin,2.566814559,2.222442572,2.339093624,3.783999374,NA,NA,94.685,1.396,1.396,2.204,white,1.217184816,0.00330972,M
Justine,2.993282391,2.301376476,2.210747929,3.431495515,NA,NA,86.058,0.962,6.731,5.769,white,0.438213124,0.944444444,F
Kai,3.195325745,3.557349214,2.358970003,2.381427056,NA,NA,34.058,0,2.174,62.319,asian,0.362023469,0.398963731,M
Kara,2.869030411,2.625051809,2.628614141,3.647929815,NA,NA,96.539,0.716,1.313,1.193,white,0.778899404,0.972560976,F
Karen,2.550531545,2.407708684,2.305237809,3.773074606,NA,NA,94.706,1.167,2.456,1.516,white,1.222543061,0.987573715,F
Karina,2.528612186,2.532940063,3.106994612,2.956141862,2.417014436,4.059150377,41.262,54.854,1.942,1.456,hispanic,0.15085275,0.976694915,F
Karl,2.935258604,2.311010206,2.306777572,3.52675606,NA,NA,93.737,0.704,2.815,2.604,white,0.591497456,0.003676471,M
Karla,2.62412767,2.366751367,2.678709359,3.296638352,NA,NA,80.233,14.535,4.302,0.581,white,0.617928993,0.980874317,F
Katelyn,2.42785282,2.169211768,2.342835333,3.924861986,2.130760166,4.576420726,90.476,0,0,9.524,white,1.497009166,0.968785471,F
Katherine,2.703738209,2.287199677,2.274344444,3.748601525,1.924104042,4.210244462,94.252,1.833,1.562,2.187,white,1.044863316,0.981174125,F
Kathleen,2.47963661,2.233630633,2.10530643,3.954229924,1.855711405,4.321374265,97.654,0.773,0.515,0.837,white,1.474593314,0.985864948,F
Kathryn,2.427828023,2.234298147,2.312547367,3.931235732,NA,NA,97.225,0.975,1.017,0.636,white,1.503407709,0.984430749,F
Kathy,2.777346191,2.262139874,2.345158303,3.908766134,NA,NA,93.017,1.731,2.186,2.81,white,1.131419943,0.990306523,F
Katie,2.506218697,2.314935886,2.280121321,4.094940823,1.309236014,4.203457899,94.505,0.541,2.252,2.523,white,1.588722126,0.981994959,F
Katina,3.018687788,2.60064412,2.960680445,3.10299089,2.110672754,3.663884183,68.493,0,31.507,0,white,0.084303102,0.979480164,F
Katrina,2.662445774,2.437581024,2.890819014,3.498168475,NA,NA,81.918,2.044,13.522,1.572,white,0.607349461,0.975525482,F
Kay,2.641285089,2.562051602,2.047777842,3.753717798,NA,NA,91.851,1.006,3.119,3.823,white,1.112432709,0.977798772,F
Kayla,2.774370758,2.23299001,2.485131887,3.535738357,NA,NA,92.857,1.587,1.984,3.571,white,0.761367599,0.969628601,F
Keisha,3.588546429,2.350534815,2.320116009,2.532494712,2.081248712,3.852514074,25,2.5,72.5,0,black,1.056051717,0.978566149,F
Keith,2.81628891,2.084463861,1.882548191,3.810877185,NA,NA,92.957,0.637,4.531,1.601,white,0.994588276,0.004616805,M
Kelli,2.652879266,2.309591029,2.30001728,3.520735633,NA,NA,95.795,0.455,2.727,0.568,white,0.867856367,0.980510441,F
Kelly,2.743393417,2.271740572,2.248700079,3.770569948,NA,NA,96.814,0.707,0.707,1.538,white,1.027176531,0.862261725,F
Kelvin,2.992348634,2.363205746,2.219365505,3.148786425,NA,NA,28.448,5.172,40.517,25.431,white,0.156437791,0.002072539,M
Ken,2.748512576,2.65597976,2.304471071,3.888191022,NA,NA,71.695,0.847,1.356,26.102,white,1.139678446,0.002564103,M
Kendra,3.097546912,2.46817706,2.246882403,2.944768099,2.075656084,3.993367964,91.064,0.426,7.234,0.638,black,0.152778812,0.975384615,F
Kendrick,3.308208449,2.07396889,2.304117499,2.73528624,NA,NA,54.286,0,37.143,8.571,black,0.572922209,0.014002334,M
Kenneth,2.853903141,2.199756093,2.194932724,3.45037694,4.05574661,1.834971737,92.305,1.064,4.224,2.168,white,0.596473799,0.002054257,M
Kenny,2.765060104,2.425257308,2.337728841,3.485722805,NA,NA,54.885,2.874,4.023,37.356,white,0.720662701,0.025114155,M
Kent,2.563614487,2.328634645,2.243106457,3.846795303,NA,NA,93.19,0.345,1.81,4.569,white,1.283180817,0.010662605,M
Kenya,4.255794668,2.354434834,2.047109613,2.394439416,2.528574222,3.238105778,22.917,2.083,70.833,0,black,1.861355252,0.903790087,F
Kevin,2.786247259,2.573770071,2.147072135,3.290222361,4.217728586,1.889771562,92.962,0.816,2.836,3.237,white,0.503975102,0.002279224,M
Kim,2.533394125,3.283156573,2.44387568,3.198322418,2.948892743,3.361003201,84.508,0.776,4.409,9.78,asian,0.084834156,0.841695173,F
Kimberly,2.651802179,2.497064866,2.202661354,3.607883559,NA,NA,93.982,1.09,3.756,0.892,white,0.95608138,0.982853053,F
King,3.172654245,2.260341206,2.36834247,2.546139618,NA,NA,12.5,3.125,9.375,71.875,black,0.626514627,0.039548023,M
Kirk,2.613526916,2.204604221,2.030205504,3.689777968,NA,NA,95.583,0.353,2.385,1.325,white,1.076251053,0.005631537,M
Krista,2.611649562,2.435223379,2.511279174,3.484845693,NA,NA,98.111,0.882,0.504,0.504,white,0.873196131,0.984533333,F
Kristen,2.669246282,2.275834029,2.349499348,3.647888007,NA,NA,98.229,0.805,0.564,0.282,white,0.978641725,0.974301232,F
Kristi,2.758736249,2.431268965,2.29111823,3.820802517,NA,NA,95.288,1.154,1.058,1.923,white,1.062066269,0.985452839,F
Kristie,2.485965423,2.622104436,1.906576055,3.729035342,NA,NA,94.363,1.044,1.253,2.923,white,1.106930906,0.985778927,F
Kristina,2.628827528,2.360980404,2.43175876,3.671805625,NA,NA,94.688,2.108,1.349,1.602,white,1.042978097,0.979375368,F
Kristine,2.503641118,2.334401856,2.423554987,3.733239865,NA,NA,95.275,1.149,0.447,2.81,white,1.229598747,0.982421875,F
Krystal,2.832492948,2.363534973,2.243642671,3.258697333,NA,NA,80.93,5.116,12.558,0.465,white,0.426204385,0.978444236,F
Kurt,2.51466024,2.229245589,2.191655134,3.794999422,NA,NA,97.909,0.239,0.956,0.777,white,1.280339182,0.000690608,M
Kyle,2.836646475,2.4101778,2.072578581,3.694665296,NA,NA,96.381,0.362,1.407,1.568,white,0.85801882,0.026175214,M
Ladonna,3.451647933,2.169985815,2.745148289,2.608888282,NA,NA,74.468,0,24.113,0.709,black,0.706499644,0.984238179,F
Lakisha,4.101919647,2.325575915,2.036601861,2.126379626,1.725915441,4.369899647,8.824,0,91.176,0,black,1.776343733,0.979851538,F
Lamar,3.595242113,2.160969241,2.482657552,2.008594757,3.956736739,1.893123208,72,0,26.667,0,black,1.112584561,0.017150396,M
Lamont,3.546525419,2.155678477,2.669772978,2.19199329,3.797460698,2.038366395,49.296,0,49.296,1.408,black,0.876752441,0.004010695,M
Lance,2.802240042,2.331351163,2.31878153,3.915794787,NA,NA,93.222,1.196,2.073,2.951,white,1.113554744,0.001189061,M
Larry,2.826319091,2.324637646,2.272249619,3.634297863,NA,NA,90.436,1.835,5.955,1.383,white,0.807978772,0.001920248,M
Latanya,3.832553577,2.078927723,2.844379027,1.857233524,NA,NA,3.125,0,96.875,0,black,0.988174549,0.955112219,F
Latasha,4.030255121,1.912664895,2.319347756,1.914328936,1.642548052,4.58594366,8.537,3.659,86.585,0,black,1.710907366,0.977765108,F
Latisha,4.14673947,2.33313956,2.577338165,2.030568611,1.679696021,4.025520192,32.5,2.5,65,0,black,1.569401305,0.97578125,F
Latonya,4.114521987,2.09107426,2.757600253,2.052950987,1.634342577,4.109434967,3.03,0,93.939,0,black,1.356921734,0.969756739,F
Latoya,3.567185832,2.097996567,2.513213433,2.450757408,1.94401897,3.962766022,4.301,4.301,91.398,0,black,1.0539724,0.977068215,F
Latrice,3.527487611,2.114178133,2.813805618,2.213078617,NA,NA,6.25,3.125,90.625,0,black,0.713681993,0.965714286,F
Laura,2.6578058,2.27131198,2.509795523,3.77197817,NA,NA,92.509,5.589,0.756,0.872,white,1.114172371,0.983739477,F
Lauren,2.514804562,2.416782305,2.287569611,3.802208166,NA,4.153406148,96.238,0.962,1.4,0.962,white,1.287403604,0.971395881,F
Laurie,2.747245826,2.24150392,2.417040173,3.511370532,2.116718592,3.917188719,97.286,1.214,0.536,0.714,white,0.764124707,0.974025974,F
Lawanda,3.665279186,1.978933372,2.498302397,1.908515196,2.072138169,3.758196064,24.324,0,75.676,0,black,1.166976789,0.981132075,F
Lawrence,3.114765532,2.180262216,2.351573393,3.417733498,NA,NA,90.854,2.205,4.191,2.489,white,0.302967966,0.002824496,M
Lea,2.563161062,2.668011564,2.716000845,3.366776227,NA,NA,88.258,2.273,1.515,7.955,white,0.650775382,0.966360856,F
Leah,2.821343752,2.574501268,2.550112423,3.478749236,NA,NA,92.994,1.344,2.591,2.687,white,0.657405484,0.975438596,F
Lee,2.880011419,2.897441743,2.310631197,3.243154748,3.685235622,2.670287876,90.308,0.961,4.445,4.165,white,0.345713005,0.254672542,M
Leilani,3.323026188,2.933511091,2.863680651,2.495272385,NA,NA,59.722,4.167,2.778,31.944,black,0.389515097,0.987096774,F
Lena,2.871369902,2.67945071,3.195536727,3.060886555,1.998146363,4.035304447,74.216,4.181,11.498,9.408,hispanic,0.134650172,0.984582669,F
Leo,2.814046041,2.4946327,2.815203873,3.379336482,NA,NA,80.988,6.667,4.321,7.778,white,0.564132609,0.014534884,M
Leon,3.154809677,2.308546738,2.893033256,3.185240335,NA,1.881912518,72.872,3.175,19.048,4.185,white,0.030430658,0.004654255,M
Leonard,2.984591075,2.147062853,2.42332205,3.315726536,NA,NA,87.291,3.231,7.001,2.1,white,0.331135461,0.002966682,M
Leonardo,2.597286496,1.93567313,3.276854068,2.942082934,NA,NA,21.401,65.37,0.389,12.84,hispanic,0.334771133,0.004255319,M
Leonel,3.336155191,2.190170614,2.813656353,2.603659228,NA,NA,7.639,89.583,1.389,1.389,black,0.522498837,0.02020202,M
Leroy,3.802663133,2.01091546,2.108690838,2.719341587,4.024040153,1.83621541,69.082,4.026,24.96,0.966,black,1.083321546,0.003378378,M
Leslie,2.519654616,2.422446297,2.483529412,3.464379001,NA,NA,92.634,1.791,3.633,1.615,white,0.944724384,0.781164517,F
Lester,2.849763962,2.114575672,2.479597917,3.409613217,NA,NA,81.179,3.042,11.597,3.612,white,0.559849255,0.009341429,M
Leticia,3.497242442,2.243825249,3.235719275,2.389717704,NA,NA,16.89,75.251,1.338,6.187,black,0.261523167,0.984682713,F
Liliana,2.815294271,2.627408193,3.009988546,2.85769866,1.600664678,3.89699108,26.705,71.591,0,1.136,hispanic,0.152289886,0.978448276,F
